dataset,video_id,label,label_name,n_frames,path,first_frame,frame_hash,full_video_id,split
preprocessed_DFD01_16,12_20__outside_talking_pan_laughing__GHPWDH3C,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_20__outside_talking_pan_laughing__GHPWDH3C,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_20__outside_talking_pan_laughing__GHPWDH3C/0000.jpg,dead45811dfb61e748a0824de4802cc4,preprocessed_DFD01_16::12_20__outside_talking_pan_laughing__GHPWDH3C,train
preprocessed_DFD01_16,12_20__secret_conversation__B0X1CGG2,1,fake,5,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_20__secret_conversation__B0X1CGG2,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_20__secret_conversation__B0X1CGG2/0000.jpg,f1c0d64d6c9d2e3a0124ff4385c334f6,preprocessed_DFD01_16::12_20__secret_conversation__B0X1CGG2,test
preprocessed_DFD01_16,12_20__secret_conversation__VD7BCF1U,1,fake,5,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_20__secret_conversation__VD7BCF1U,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_20__secret_conversation__VD7BCF1U/0000.jpg,9706f16105e68f6cf12e33f0f96966d4,preprocessed_DFD01_16::12_20__secret_conversation__VD7BCF1U,train
preprocessed_DFD01_16,12_20__talking_against_wall__GHPWDH3C,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_20__talking_against_wall__GHPWDH3C,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_20__talking_against_wall__GHPWDH3C/0000.jpg,09952377fdcd368262067aff627a7ca2,preprocessed_DFD01_16::12_20__talking_against_wall__GHPWDH3C,train
preprocessed_DFD01_16,12_20__walk_down_hall_angry__B0X1CGG2,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_20__walk_down_hall_angry__B0X1CGG2,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_20__walk_down_hall_angry__B0X1CGG2/0000.jpg,ce0d136237eeccef6bdb1668cdebbe9f,preprocessed_DFD01_16::12_20__walk_down_hall_angry__B0X1CGG2,val
preprocessed_DFD01_16,12_20__walking_outside_cafe_disgusted__B0X1CGG2,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_20__walking_outside_cafe_disgusted__B0X1CGG2,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_20__walking_outside_cafe_disgusted__B0X1CGG2/0000.jpg,eb90c16b02918c8694f7ce211ea96d41,preprocessed_DFD01_16::12_20__walking_outside_cafe_disgusted__B0X1CGG2,train
preprocessed_DFD01_16,12_21__kitchen_pan__ME7E3R1D,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_21__kitchen_pan__ME7E3R1D,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_21__kitchen_pan__ME7E3R1D/0000.jpg,105e0ada48c021b6559c1e6b9e68a135,preprocessed_DFD01_16::12_21__kitchen_pan__ME7E3R1D,train
preprocessed_DFD01_16,12_21__kitchen_still__ME7E3R1D,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_21__kitchen_still__ME7E3R1D,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_21__kitchen_still__ME7E3R1D/0000.jpg,9956247fa7d536276667b31d55da6081,preprocessed_DFD01_16::12_21__kitchen_still__ME7E3R1D,train
preprocessed_DFD01_16,12_21__outside_talking_pan_laughing__ME7E3R1D,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_21__outside_talking_pan_laughing__ME7E3R1D,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_21__outside_talking_pan_laughing__ME7E3R1D/0000.jpg,8993e781df3ac11c20a93c5676a84139,preprocessed_DFD01_16::12_21__outside_talking_pan_laughing__ME7E3R1D,val
preprocessed_DFD01_16,12_21__outside_talking_still_laughing__J54W3PV1,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_21__outside_talking_still_laughing__J54W3PV1,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_21__outside_talking_still_laughing__J54W3PV1/0000.jpg,dc98dae2834f29e61349cacc814780ce,preprocessed_DFD01_16::12_21__outside_talking_still_laughing__J54W3PV1,train
preprocessed_DFD01_16,12_21__secret_conversation__J54W3PV1,1,fake,5,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_21__secret_conversation__J54W3PV1,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_21__secret_conversation__J54W3PV1/0000.jpg,036f026e48653d0fc7eb19c625d967ba,preprocessed_DFD01_16::12_21__secret_conversation__J54W3PV1,train
preprocessed_DFD01_16,12_21__talking_against_wall__J54W3PV1,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_21__talking_against_wall__J54W3PV1,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_21__talking_against_wall__J54W3PV1/0000.jpg,35289f3c8197a232fca1825b9abcebec,preprocessed_DFD01_16::12_21__talking_against_wall__J54W3PV1,train
preprocessed_DFD01_16,12_25__podium_speech_happy__3PS32GAH,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_25__podium_speech_happy__3PS32GAH,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_25__podium_speech_happy__3PS32GAH/0000.jpg,ab17ab7e21e3f512e0c53649257080ea,preprocessed_DFD01_16::12_25__podium_speech_happy__3PS32GAH,train
preprocessed_DFD01_16,12_25__podium_speech_happy__G26LG5N7,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_25__podium_speech_happy__G26LG5N7,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_25__podium_speech_happy__G26LG5N7/0000.jpg,c685c8db91db284c10b0c09be9d80bea,preprocessed_DFD01_16::12_25__podium_speech_happy__G26LG5N7,train
preprocessed_DFD01_16,12_25__walk_down_hall_angry__I2X1XTCC,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_25__walk_down_hall_angry__I2X1XTCC,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_25__walk_down_hall_angry__I2X1XTCC/0000.jpg,d229e4e559ccc452b76df2534b34edc4,preprocessed_DFD01_16::12_25__walk_down_hall_angry__I2X1XTCC,val
preprocessed_DFD01_16,12_25__walking_and_outside_surprised__FQE07ND1,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_25__walking_and_outside_surprised__FQE07ND1,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_25__walking_and_outside_surprised__FQE07ND1/0000.jpg,1704fbb0750b8b32f3416051cd24d329,preprocessed_DFD01_16::12_25__walking_and_outside_surprised__FQE07ND1,test
preprocessed_DFD01_16,12_25__walking_and_outside_surprised__G26LG5N7,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_25__walking_and_outside_surprised__G26LG5N7,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_25__walking_and_outside_surprised__G26LG5N7/0000.jpg,2b283de2a9304447b42210a9f830742d,preprocessed_DFD01_16::12_25__walking_and_outside_surprised__G26LG5N7,train
preprocessed_DFD01_16,12_25__walking_down_indoor_hall_disgust__FQE07ND1,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_25__walking_down_indoor_hall_disgust__FQE07ND1,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_25__walking_down_indoor_hall_disgust__FQE07ND1/0000.jpg,afdc264c7719dd61604d8077b7a81fbf,preprocessed_DFD01_16::12_25__walking_down_indoor_hall_disgust__FQE07ND1,test
preprocessed_DFD01_16,12_25__walking_down_street_outside_angry__I2X1XTCC,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_25__walking_down_street_outside_angry__I2X1XTCC,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_25__walking_down_street_outside_angry__I2X1XTCC/0000.jpg,d39a934a6d6d810b6942c422c5ca4037,preprocessed_DFD01_16::12_25__walking_down_street_outside_angry__I2X1XTCC,train
preprocessed_DFD01_16,12_25__walking_outside_cafe_disgusted__0SA36BZ5,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_25__walking_outside_cafe_disgusted__0SA36BZ5,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_25__walking_outside_cafe_disgusted__0SA36BZ5/0000.jpg,60c66e90316a6a8312f96ae823afdd4b,preprocessed_DFD01_16::12_25__walking_outside_cafe_disgusted__0SA36BZ5,train
preprocessed_DFD01_16,12_25__walking_outside_cafe_disgusted__G26LG5N7,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_25__walking_outside_cafe_disgusted__G26LG5N7,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_25__walking_outside_cafe_disgusted__G26LG5N7/0000.jpg,a96498c124d493d60057432362925664,preprocessed_DFD01_16::12_25__walking_outside_cafe_disgusted__G26LG5N7,train
preprocessed_DFD01_16,12_25__walking_outside_cafe_disgusted__MA71PDNV,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_25__walking_outside_cafe_disgusted__MA71PDNV,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_25__walking_outside_cafe_disgusted__MA71PDNV/0000.jpg,8821e0cbb357e89e05d13165fbd5864a,preprocessed_DFD01_16::12_25__walking_outside_cafe_disgusted__MA71PDNV,train
preprocessed_DFD01_16,12_26__exit_phone_room__HEKDCIHW,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_26__exit_phone_room__HEKDCIHW,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_26__exit_phone_room__HEKDCIHW/0000.jpg,ed91b2524b43607018144fd6acc18cc8,preprocessed_DFD01_16::12_26__exit_phone_room__HEKDCIHW,train
preprocessed_DFD01_16,12_26__kitchen_pan__HEKDCIHW,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_26__kitchen_pan__HEKDCIHW,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_26__kitchen_pan__HEKDCIHW/0000.jpg,2b808867d0065961911279989f1c9f71,preprocessed_DFD01_16::12_26__kitchen_pan__HEKDCIHW,train
preprocessed_DFD01_16,12_26__outside_talking_still_laughing__OTKIGGFE,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_26__outside_talking_still_laughing__OTKIGGFE,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_26__outside_talking_still_laughing__OTKIGGFE/0000.jpg,f75141d1605f00003ec208e6d3f254a6,preprocessed_DFD01_16::12_26__outside_talking_still_laughing__OTKIGGFE,train
preprocessed_DFD01_16,12_26__podium_speech_happy__BFBNM8FR,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_26__podium_speech_happy__BFBNM8FR,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_26__podium_speech_happy__BFBNM8FR/0000.jpg,3785adcc74765d4ddb051e8f76edd46b,preprocessed_DFD01_16::12_26__podium_speech_happy__BFBNM8FR,train
preprocessed_DFD01_16,12_26__podium_speech_happy__FWFQ5YB8,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_26__podium_speech_happy__FWFQ5YB8,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_26__podium_speech_happy__FWFQ5YB8/0000.jpg,1a83c57f44b92d090a1ae03d1601d86f,preprocessed_DFD01_16::12_26__podium_speech_happy__FWFQ5YB8,val
preprocessed_DFD01_16,12_26__secret_conversation__LI63E4TS,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_26__secret_conversation__LI63E4TS,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_26__secret_conversation__LI63E4TS/0000.jpg,23bce2d88dbfac7d6e243a376b5ec2bd,preprocessed_DFD01_16::12_26__secret_conversation__LI63E4TS,train
preprocessed_DFD01_16,12_26__talking_against_wall__FWFQ5YB8,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_26__talking_against_wall__FWFQ5YB8,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_26__talking_against_wall__FWFQ5YB8/0000.jpg,81bec2aaaa64e54137b97329f7182e0f,preprocessed_DFD01_16::12_26__talking_against_wall__FWFQ5YB8,val
preprocessed_DFD01_16,12_26__talking_against_wall__OTKIGGFE,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_26__talking_against_wall__OTKIGGFE,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_26__talking_against_wall__OTKIGGFE/0000.jpg,82df40870cff8ac9cc7444ac79707499,preprocessed_DFD01_16::12_26__talking_against_wall__OTKIGGFE,train
preprocessed_DFD01_16,12_26__talking_angry_couch__LI63E4TS,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_26__talking_angry_couch__LI63E4TS,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_26__talking_angry_couch__LI63E4TS/0000.jpg,ae981c046d3895aa711c577f19f40694,preprocessed_DFD01_16::12_26__talking_angry_couch__LI63E4TS,train
preprocessed_DFD01_16,12_26__walking_outside_cafe_disgusted__OTKIGGFE,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_26__walking_outside_cafe_disgusted__OTKIGGFE,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_26__walking_outside_cafe_disgusted__OTKIGGFE/0000.jpg,82875c9e196f8ce9efb4d0a60300eb16,preprocessed_DFD01_16::12_26__walking_outside_cafe_disgusted__OTKIGGFE,train
preprocessed_DFD01_16,12_26__walking_outside_cafe_disgusted__OVOQACG8,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_26__walking_outside_cafe_disgusted__OVOQACG8,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/12_26__walking_outside_cafe_disgusted__OVOQACG8/0000.jpg,4d4cf14153ead03dbf07e663647e5509,preprocessed_DFD01_16::12_26__walking_outside_cafe_disgusted__OVOQACG8,train
preprocessed_DFD01_16,13_02__exit_phone_room__CP5HFV3K,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/13_02__exit_phone_room__CP5HFV3K,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/13_02__exit_phone_room__CP5HFV3K/0000.jpg,136c5a0aea915bc37bb880fbd10fa4c3,preprocessed_DFD01_16::13_02__exit_phone_room__CP5HFV3K,test
preprocessed_DFD01_16,13_02__exit_phone_room__PLNVLO74,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/13_02__exit_phone_room__PLNVLO74,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/13_02__exit_phone_room__PLNVLO74/0000.jpg,684fed197a9c86a61ecdd642dc436844,preprocessed_DFD01_16::13_02__exit_phone_room__PLNVLO74,train
preprocessed_DFD01_16,13_02__hugging_happy__PLNVLO74,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/13_02__hugging_happy__PLNVLO74,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/13_02__hugging_happy__PLNVLO74/0000.jpg,b272c47367b1f1c140423b91d8d893dd,preprocessed_DFD01_16::13_02__hugging_happy__PLNVLO74,test
preprocessed_DFD01_16,13_02__kitchen_pan__2YSYT2N3,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/13_02__kitchen_pan__2YSYT2N3,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/13_02__kitchen_pan__2YSYT2N3/0000.jpg,fa148670a922a582041605a33e3c9a02,preprocessed_DFD01_16::13_02__kitchen_pan__2YSYT2N3,val
preprocessed_DFD01_16,13_02__kitchen_pan__CP5HFV3K,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/13_02__kitchen_pan__CP5HFV3K,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/13_02__kitchen_pan__CP5HFV3K/0000.jpg,63faec59d0b8b6f5e9d659f60aadc6b0,preprocessed_DFD01_16::13_02__kitchen_pan__CP5HFV3K,train
preprocessed_DFD01_16,13_02__kitchen_still__2YSYT2N3,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/13_02__kitchen_still__2YSYT2N3,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/13_02__kitchen_still__2YSYT2N3/0000.jpg,0ae2371174897ee6fa089949dc590135,preprocessed_DFD01_16::13_02__kitchen_still__2YSYT2N3,train
preprocessed_DFD01_16,13_02__outside_talking_pan_laughing__0RKOCC6A,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/13_02__outside_talking_pan_laughing__0RKOCC6A,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/13_02__outside_talking_pan_laughing__0RKOCC6A/0000.jpg,3c38fb048454ed264a6656c39c35fe36,preprocessed_DFD01_16::13_02__outside_talking_pan_laughing__0RKOCC6A,train
preprocessed_DFD01_16,13_02__outside_talking_pan_laughing__2YSYT2N3,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/13_02__outside_talking_pan_laughing__2YSYT2N3,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/13_02__outside_talking_pan_laughing__2YSYT2N3/0000.jpg,bd1b93e3ac96a8e21bb15770dc8ff258,preprocessed_DFD01_16::13_02__outside_talking_pan_laughing__2YSYT2N3,train
preprocessed_DFD01_16,13_02__outside_talking_still_laughing__2YSYT2N3,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/13_02__outside_talking_still_laughing__2YSYT2N3,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/13_02__outside_talking_still_laughing__2YSYT2N3/0000.jpg,7c2d71611541d37313589563582eef70,preprocessed_DFD01_16::13_02__outside_talking_still_laughing__2YSYT2N3,test
preprocessed_DFD01_16,13_02__outside_talking_still_laughing__CP5HFV3K,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/13_02__outside_talking_still_laughing__CP5HFV3K,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/13_02__outside_talking_still_laughing__CP5HFV3K/0000.jpg,e8462c1f27ac7c88a6015cda5f36d6ec,preprocessed_DFD01_16::13_02__outside_talking_still_laughing__CP5HFV3K,train
preprocessed_DFD01_16,13_02__podium_speech_happy__2YSYT2N3,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/13_02__podium_speech_happy__2YSYT2N3,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/13_02__podium_speech_happy__2YSYT2N3/0000.jpg,86389ba02650a3b0d92c2dc912f67ed4,preprocessed_DFD01_16::13_02__podium_speech_happy__2YSYT2N3,val
preprocessed_DFD01_16,13_02__secret_conversation__CP5HFV3K,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/13_02__secret_conversation__CP5HFV3K,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/13_02__secret_conversation__CP5HFV3K/0000.jpg,fc91687a0af27c9f449f5dbd77bde4d7,preprocessed_DFD01_16::13_02__secret_conversation__CP5HFV3K,train
preprocessed_DFD01_16,13_02__secret_conversation__PLNVLO74,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/13_02__secret_conversation__PLNVLO74,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/13_02__secret_conversation__PLNVLO74/0000.jpg,010cc781db5222b77f15df14f1e6e11d,preprocessed_DFD01_16::13_02__secret_conversation__PLNVLO74,test
preprocessed_DFD01_16,13_02__talking_angry_couch__CP5HFV3K,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/13_02__talking_angry_couch__CP5HFV3K,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/13_02__talking_angry_couch__CP5HFV3K/0000.jpg,e23460eb5ad26539f572e396478490ac,preprocessed_DFD01_16::13_02__talking_angry_couch__CP5HFV3K,val
preprocessed_DFD01_16,13_02__walking_and_outside_surprised__CP5HFV3K,1,fake,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/13_02__walking_and_outside_surprised__CP5HFV3K,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/fake/13_02__walking_and_outside_surprised__CP5HFV3K/0000.jpg,e8a58076d0d42cdc12fd927e42118a8f,preprocessed_DFD01_16::13_02__walking_and_outside_surprised__CP5HFV3K,val
